요양기관명,종별코드,종별코드명,시도코드,시도코드명,시군구코드,시군구코드명,읍면동,우편번호,주소,전화번호,개설일자,좌표(X),좌표(Y)
온누리동산약국,81,약국,380000,경남,380704,창원의창구,도계동,51162,"경상남도 창원시 의창구 도계로 69, (도계동)",055-277-3233,1991-08-28,128.6386470,35.2585088
온누리동성약국,81,약국,110000,서울,110021,서초구,방배동,06559,"서울특별시 서초구 동작대로 194, (방배동)",02-599-7772,1989-03-16,126.9832127,37.4938353
온누리동화약국,81,약국,310000,경기,311102,안산상록구,사동,15632,"경기도 안산시 상록구 영화6길 25, 1층 (사동)",031-409-4383,2007-08-31,126.8521394,37.2806443
온누리두산약국,81,약국,110000,서울,110012,성북구,석관동,02780,"서울특별시 성북구 화랑로48길 16, 101호 (석관동, 두산아파트상가)",02-959-2668,1998-07-02,127.0685315,37.6130498
온누리드림약국,81,약국,110000,서울,110004,관악구,봉천동,08725,"서울특별시 관악구 성현로 80, 203호 (봉천동, 관악드림타운주상가)",02-886-9517,2001-06-27,126.9504559,37.4903660
온누리류민정약국,81,약국,230000,대구,230007,대구달서구,본리동,42674,"대구광역시 달서구 장기로 205, (본리동)",053-527-5829,2001-01-06,128.5378717,35.8433460
온누리메디칼약국,81,약국,110000,서울,110023,광진구,자양동,05072,"서울특별시 광진구 아차산로 220, (자양동)",02-461-0120,2010-12-30,127.0676643,37.5406399
온누리명성약국,81,약국,220000,인천,220006,인천남동구,만수동,21524,"인천광역시 남동구 만수로 43, (만수동, 1층일부)",462-4032,1985-06-18,,
온누리모세종약국,81,약국,110000,서울,110002,강동구,고덕동,05222,"서울특별시 강동구 고덕로83길 18, (고덕동)",02-429-1427,1995-09-16,127.1689055,37.5579820
온누리목사골약국,81,약국,360000,전남,360200,나주시,성북동,58255,"전라남도 나주시 성북2길 9, (성북동)",061-332-5505,1987-04-04,126.7199263,35.0352320
온누리목화약국,81,약국,310000,경기,311600,의왕시,포일동,16014,"경기도 의왕시 안양판교로 64, 1층 8호 (포일동, 삼호상가)",031-424-1044,2000-03-13,126.9810520,37.3968204
온누리문막약국,81,약국,320000,강원,320400,원주시,문막읍,26373,"강원특별자치도 원주시 문막읍 문막시장1길 13, 1층",033-734-7044,2018-11-15,127.8174841,37.3080328
온누리문일약국,81,약국,320000,강원,320100,강릉시,금학동,25539,"강원특별자치도 강릉시 금성로 58, (금학동)",033-643-2472,1982-12-17,128.8949934,37.7520188
온누리미성약국,81,약국,220000,인천,220006,인천남동구,만수동,21520,"인천광역시 남동구 백범로 206, (만수동)",462-3097,1982-09-23,126.7263243,37.4599551
온누리미소약국,81,약국,310000,경기,310603,수원팔달구,매산로1가,16455,"경기도 수원시 팔달구 덕영대로 905, 1층102호 (매산로1가)",031-232-8802,2019-06-03,,
온누리미소약국,81,약국,110000,서울,110009,마포구,합정동,04023,"서울특별시 마포구 월드컵로 29, 지하2층 (합정동, JH빌딩)",02-323-4052,2014-05-26,126.9121324,37.5520280
온누리민생약국,81,약국,110000,서울,110015,은평구,갈현동,03329,"서울특별시 은평구 통일로87길 5-10, 1층 (갈현동)",02-356-5139,1992-08-11,126.9188975,37.6228676
온누리민우약국,81,약국,110000,서울,110012,성북구,석관동,02783,"서울특별시 성북구 돌곶이로22길 49, (석관동)",02-969-4582,1987-07-01,127.0606625,37.6107197
온누리바다약국,81,약국,320000,강원,320400,원주시,태장동,26316,"강원특별자치도 원주시 북원로 2698, (태장동)",033-742-4146,1980-09-04,127.9477278,37.3842698
온누리바다약국,81,약국,320000,강원,320100,강릉시,주문진읍,25418,"강원특별자치도 강릉시 주문진읍 주문로 64, (주문진읍)",033-661-0720,1984-08-10,128.8260790,37.8896425
온누리백제약국,81,약국,360000,전남,360200,나주시,중앙동,58255,"전라남도 나주시 동점문길 5, (중앙동)",061-334-0221,1988-12-24,126.7221334,35.0344452
온누리백제약국,81,약국,110000,서울,110005,구로구,고척동,08228,"서울특별시 구로구 고척로 212, 102호 (고척동, 오토젠빌딩)",02-2619-6150,1990-07-19,126.8570018,37.5052980
온누리백제약국,81,약국,340000,충남,340300,공주시,신관동,32584,"충청남도 공주시 번영1로 46, 1층 (신관동)",041-854-1230,2005-03-03,127.1338035,36.4717615
온누리백제약국,81,약국,350000,전북,350200,남원시,고죽동,55733,"전북특별자치도 남원시 충정로 370, 백제약국 (고죽동)",063-632-7272,2018-08-01,127.4077110,35.4299194
온누리백합약국,81,약국,110000,서울,110014,용산구,후암동,04332,"서울특별시 용산구 후암로 33-3, 1층 (후암동)",02-774-2002,2012-01-02,126.9774927,37.5488220
온누리보건약국,81,약국,360000,전남,360400,순천시,조례동,57971,"전라남도 순천시 왕궁중앙길 28, (조례동)",061-723-5657,1984-02-10,127.5332901,34.9555858
온누리보람약국,81,약국,110000,서울,110022,노원구,상계동,01671,"서울특별시 노원구 한글비석로 474, 153호 (상계동, 보람상가)",02-933-3885,2000-07-19,127.0654593,37.6648282
온누리보민당약국,81,약국,240000,광주,240005,광주남구,진월동,61726,"광주광역시 남구 광복마을길 43, 한신2차아파트 상가동 (진월동)",062-671-5001,1997-12-09,126.8974063,35.1217291
온누리보성약국,81,약국,370000,경북,370900,상주시,서성동,37179,"경상북도 상주시 냉림서성길 16, (서성동)",054-535-4719,2004-06-09,128.1602170,36.4197289
온누리복대약국,81,약국,330000,충북,330102,청주흥덕구,복대동,28594,"충청북도 청주시 흥덕구 사직대로 12, (복대동)",043-267-1022,1999-03-16,127.4486115,36.6339764
온누리본초약국,81,약국,210000,부산,210004,부산진구,개금동,47388,"부산광역시 부산진구 엄광로 66, (개금동)",051-894-3530,1993-05-11,129.0232141,35.1478411
온누리봄빛약국,81,약국,110000,서울,110018,송파구,거여동,05773,"서울특별시 송파구 양산로10길 4, (거여동)",02-431-0419,2003-07-31,127.1447582,37.4925501
온누리부부약국,81,약국,310000,경기,312600,광주시,퇴촌면,12711,"경기도 광주시 퇴촌면 광동로 33, (퇴촌면)",031-765-8935,2001-05-04,127.3065015,37.4707157
온누리부부약국,81,약국,360000,전남,360400,순천시,풍덕동,57993,"전라남도 순천시 남산로 144, (풍덕동)",061-742-1025,1992-04-30,127.5040375,34.9403596
온누리뿌리약국,81,약국,380000,경남,380702,창원마산합포구,중앙동3가,51257,"경상남도 창원시 마산합포구 3·15대로 259, (중앙동3가)",055-248-5153,1984-02-04,128.5671959,35.2014707
온누리사랑약국,81,약국,110000,서울,110019,중랑구,면목동,02189,"서울특별시 중랑구 용마산로 438, (면목동)",02-494-2790,1991-06-27,127.0975818,37.5902945
온누리사랑의약국,81,약국,110000,서울,110005,구로구,구로동,08318,"서울특별시 구로구 구로동로15길 17, (구로동)",02-862-2884,2000-08-17,126.8837890,37.4877457
온누리산소약국,81,약국,310000,경기,310701,안양만안구,박달동,13978,"경기도 안양시 만안구 박달로 431, 105호 (박달동)",031-468-0825,2002-11-15,126.9005300,37.4020541
온누리삼선약국,81,약국,110000,서울,110002,강동구,고덕동,05227,"서울특별시 강동구 동남로81길 50, 103호 (고덕동)",02-427-0033,2004-05-17,127.1542039,37.5598568
온누리삼일약국,81,약국,110000,서울,110002,강동구,천호동,05310,"서울특별시 강동구 구천면로42길 17, (천호동)",02-484-1216,1984-06-11,127.1352718,37.5462815
온누리상수약국,81,약국,330000,충북,330102,청주흥덕구,봉명동,28453,"충청북도 청주시 흥덕구 직지대로 573, (봉명동)",043-274-5748,1975-03-28,127.4566266,36.6435079
온누리새나라약국,81,약국,210000,부산,210011,부산금정구,서동,46320,"부산광역시 금정구 서동로 155, 1층 (서동)",051-521-5575,2009-05-04,129.1036714,35.2149171
온누리새부영약국,81,약국,310000,경기,311500,남양주시,다산동,12251,"경기도 남양주시 미금로 194-1, 603동 102호 (다산동, 부영그린분산상가동)",031-557-8110,2005-06-04,,
온누리새소망약국,81,약국,310000,경기,310604,수원영통구,매탄동,16545,"경기도 수원시 영통구 효원로 381, 103호 (매탄동, 새롬프라자)",031-217-6571,1987-07-15,,
온누리새소망약국,81,약국,110000,서울,110015,은평구,수색동,03491,"서울특별시 은평구 은평터널로 65, 1-3, 2-2호 (수색동, 대림한숲타운아파트)",02-309-3771,2004-08-16,126.9003320,37.5866386
온누리새전일약국,81,약국,110000,서울,110004,관악구,신림동,08852,"서울특별시 관악구 법원단지길 37, (신림동)",02-859-2951,1992-08-12,126.9196898,37.4744905
온누리새한솔약국,81,약국,310000,경기,310403,성남분당구,정자동,13607,"경기도 성남시 분당구 내정로 94, 107호 (정자동, 한솔마을7단지 상가)",031-716-8543,2001-08-18,127.1159444,37.3680403
온누리서현약국,81,약국,310000,경기,310403,성남분당구,서현동,13591,"경기도 성남시 분당구 분당로53번길 9, 1층 102호 (서현동, 에이원프라자)",031-701-7006,2002-04-04,127.1213463,37.3839203
온누리선명약국,81,약국,110000,서울,110023,광진구,중곡동,04945,"서울특별시 광진구 용마산로 58, (중곡동)",02-446-6940,2003-04-24,127.0880246,37.5588067
온누리선약국,81,약국,110000,서울,110010,서대문구,충정로2가,03735,"서울특별시 서대문구 통일로 131, 4층 2호 (충정로2가)",02-364-9648,2012-08-08,126.9658718,37.5661560
온누리선우약국,81,약국,310000,경기,310100,광명시,철산동,14236,"경기도 광명시 철산로 27, 107호 (철산동, 명동빌딩)",02-2618-8733,2000-03-18,126.8690078,37.4768323
온누리성모약국,81,약국,310000,경기,310303,부천원미구,소사동,14647,"경기도 부천시 원미구 소사로327번길 36, (소사동)",032-349-2139,1978-02-21,126.7924895,37.4863140
온누리성모약국,81,약국,110000,서울,110012,성북구,돈암동,02831,"서울특별시 성북구 성북로4길 52, 417동 1102호 (돈암동, 한신한진아파트)",02-927-1282,1996-05-14,127.0104756,37.5958787
온누리성모약국,81,약국,370000,경북,370200,구미시,인의동,39429,"경상북도 구미시 인동중앙로 42, (인의동)",054-472-3505,2001-01-12,128.4229074,36.1086690
온누리성심약국,81,약국,110000,서울,110002,강동구,천호동,05339,"서울특별시 강동구 성안로 147, (천호동)",02-479-4335,2006-12-18,127.1346145,37.5364278
온누리성심약국,81,약국,370000,경북,370019,울진군,죽변면,36315,"경상북도 울진군 죽변면 죽변북로 14, (죽변면)",054-782-4930,1996-12-03,129.4213251,37.0605620
온누리성원약국,81,약국,110000,서울,110003,강서구,방화동,07604,"서울특별시 강서구 방화동로16길 32, (방화동)",02-2663-5547,1986-05-03,126.8126620,37.5715164
온누리성원약국,81,약국,110000,서울,110002,강동구,천호동,05325,"서울특별시 강동구 구천면로 269-1, (천호동)",02-476-3193,2003-12-09,127.1323252,37.5443075
온누리성주약국,81,약국,230000,대구,230100,대구달성군,다사읍,42915,"대구광역시 달성군 다사읍 달구벌대로 800-2, (다사읍)",053-591-0610,1998-07-28,128.4587243,35.8621190
온누리성진약국,81,약국,310000,경기,310303,부천원미구,상동,14598,"경기도 부천시 원미구 상일로 92, 307호 (상동, 삼희월드프라자)",032-327-2087,2004-10-29,126.7524868,37.4913097
온누리성진약국,81,약국,330000,충북,330006,음성군,감곡면,27603,"충청북도 음성군 감곡면 장감로 123, 123",043-882-1137,1988-03-23,127.6361500,37.1188035
온누리성진약국,81,약국,210000,부산,210004,부산진구,양정동,47217,"부산광역시 부산진구 연수로 49-1, (양정동)",051-867-4229,1976-04-07,129.0764122,35.1751177
온누리세종약국,81,약국,110000,서울,110008,동작구,사당동,07016,"서울특별시 동작구 동작대로7길 84, (사당동)",02-584-3828,1990-12-26,126.9781039,37.4777602
온누리소화약국,81,약국,230000,대구,230004,대구서구,평리동,41814,"대구광역시 서구 국채보상로 316, 201동 104호 (평리동, 평리롯데캐슬상가)",053-423-3658,2013-02-12,128.5655069,35.8708173
온누리솔약국,81,약국,110000,서울,110018,송파구,신천동,05504,"서울특별시 송파구 올림픽로35길 112, 2동 303호 (신천동, 장미아파트 비상가)",02-415-6667,2015-09-01,127.1017233,37.5178190
온누리송학대약국,81,약국,110000,서울,110008,동작구,노량진동,06935,"서울특별시 동작구 장승배기로 119, (노량진동)",02-814-0639,1987-01-20,126.9398854,37.5082692
온누리수경약국,81,약국,110000,서울,110004,관악구,신림동,08859,"서울특별시 관악구 난향길 4, (신림동)",02-864-7311,1982-07-15,126.9187199,37.4630650
온누리수약국,81,약국,110000,서울,110006,도봉구,쌍문동,01394,"서울특별시 도봉구 해등로 190, 3층 314호 (쌍문동)",02-999-5450,2012-04-23,127.0357250,37.6582071
온누리수정약국,81,약국,310000,경기,311200,평택시,신장동,17758,"경기도 평택시 중앙시장로20번길 20, (신장동)",031-666-2060,1985-05-08,127.0530000,37.0793018
온누리수지약국,81,약국,310000,경기,312002,용인수지구,풍덕천동,16837,"경기도 용인시 수지구 문정로 46, (풍덕천동, 한길타운 107호)",031-262-9148,2001-05-02,127.0946889,37.3245239
온누리시민약국,81,약국,310000,경기,311903,고양일산동구,마두동,10410,"경기도 고양시 일산동구 중앙로 1228, 1(일부)층 (마두동, KT고양지사)",031-901-1091,1999-07-21,126.7762234,37.6557443
온누리시장약국,81,약국,360000,전남,360700,광양시,중동,57788,"전라남도 광양시 공영로 73, 1층 (중동)",061-792-7060,2012-11-01,127.6971600,34.9360437
온누리신그린약국,81,약국,370000,경북,370701,포항남구,송도동,37798,"경상북도 포항시 남구 송림로 36-1, (송도동)",054-244-2009,1994-07-04,129.3758243,36.0329969
온누리신용약국,81,약국,110000,서울,110019,중랑구,중화동,02112,"서울특별시 중랑구 중랑천로 114-1, (중화동)",02-434-6821,1977-02-01,127.0724376,37.5954864
온누리십자당약국,81,약국,110000,서울,110005,구로구,구로동,08286,"서울특별시 구로구 구로동로 173, (구로동)",02-869-9103,1989-06-16,126.8829021,37.4939416
온누리안일약국,81,약국,230000,대구,230005,대구수성구,범어동,42028,"대구광역시 수성구 달구벌대로 2435, B2층 205호 (범어동, 두산위브더제니스)",053-588-8260,2023-10-24,128.6289865,35.8603108
온누리약국,81,약국,340000,충남,340015,홍성군,홍성읍,32220,"충청남도 홍성군 홍성읍 조양로 221, (홍성읍)",041-631-1023,2013-08-11,126.6742718,36.5999811
온누리약국,81,약국,310000,경기,311101,안산단원구,선부동,15240,"경기도 안산시 단원구 선부광장1로 38, 113호 (선부동, 상록타운)",031-402-2180,2000-09-08,126.8093880,37.3366486
온누리약국,81,약국,310000,경기,312700,양주시,남면,11404,"경기도 양주시 남면 개나리11길 2, (남면)",031-861-1435,1991-02-25,126.9746608,37.8963663
온누리약국,81,약국,110000,서울,110022,노원구,상계동,01692,"서울특별시 노원구 상계로5길 12, 112호, 113호 (상계동, 동양메이저상가)",02-931-0532,2003-11-04,127.0635679,37.6577059
온누리약국,81,약국,340000,충남,340201,천안서북구,두정동,31090,"충청남도 천안시 서북구 두정로 104, (두정동)",041-522-5620,2010-11-08,127.1283423,36.8337376
온누리약국,81,약국,250000,대전,250003,대전서구,가수원동,35389,"대전광역시 서구 계백로1158번길 114, (가수원동)",042-546-2277,2003-05-29,127.3544241,36.3000344
온누리약국,81,약국,250000,대전,250005,대전중구,유천동,34900,"대전광역시 중구 계백로 1613, 대원빌딩 2층 2호 (유천동)",042-522-0625,2020-01-02,127.3991786,36.3191215
온누리약국,81,약국,330000,충북,330200,충주시,충인동,27386,"충청북도 충주시 중앙로 73, (충인동)",043-852-0998,2014-03-31,127.9316461,36.9728405
온누리약손약국,81,약국,310000,경기,310601,수원권선구,세류동,16580,"경기도 수원시 권선구 경수대로 323, 1층 (세류동, 한마음빌딩)",031-235-7765,2016-07-01,127.0212220,37.2557416
온누리양지약국,81,약국,310000,경기,310301,부천소사구,송내동,14745,"경기도 부천시 소사구 성주로 74, 1층 (송내동)",032-651-5594,1982-11-19,126.7645485,37.4798682
온누리양지약국,81,약국,260000,울산,260001,울산남구,신정동,44651,"울산광역시 남구 거마로134번길 17, (신정동)",052-275-4536,1988-03-15,129.3048898,35.5382488
온누리엄마손약국,81,약국,110000,서울,110018,송파구,석촌동,05686,"서울특별시 송파구 송파대로 415, 1층 (석촌동)",02-416-3389,2004-12-31,127.1078687,37.5039520
온누리연세약국,81,약국,110000,서울,110015,은평구,갈현동,03334,"서울특별시 은평구 연서로 181, 1층 (갈현동)",02-352-2086,2018-03-19,126.9176837,37.6150558
온누리열린약국,81,약국,310000,경기,311902,고양일산서구,탄현동,10343,"경기도 고양시 일산서구 산현로 7, 102,103호 (탄현동, 풍성프라자)",031-921-8141,1995-12-05,126.7625131,37.6894476
온누리열린약국,81,약국,350000,전북,350402,전주덕진구,금암동,54907,"전북특별자치도 전주시 덕진구 건지2길 13, (금암동)",063-278-0052,2003-05-09,127.1411196,35.8444321
온누리영신약국,81,약국,340000,충남,340202,천안동남구,원성동,31187,"충청남도 천안시 동남구 고재20길 3, (원성동, 온누리약국)",041-567-7157,1993-03-10,127.1593415,36.8037284
온누리영제약국,81,약국,370000,경북,371000,경산시,중방동,38619,"경상북도 경산시 경안로 192-1, (중방동)",053-812-0735,2000-07-08,128.7373482,35.8246860
온누리영진약국,81,약국,310000,경기,311200,평택시,서정동,17776,"경기도 평택시 송탄로 220, 1층 (서정동)",031-667-8603,1998-09-02,127.0585250,37.0634015
온누리예스약국,81,약국,240000,광주,240004,광주광산구,신가동,62299,"광주광역시 광산구 수등로 258, (신가동)",062-955-3141,2001-10-30,126.8372804,35.1849499
온누리옥산약국,81,약국,110000,서울,110018,송파구,가락동,05827,"서울특별시 송파구 동남로 141, (가락동)",02-400-8501,2002-09-13,127.1262653,37.4919038
온누리옥산약국,81,약국,230000,대구,230003,대구북구,칠성동2가,41586,"대구광역시 북구 호암로 30, (칠성동2가)",053-341-7001,2002-03-07,128.5938578,35.8823650
온누리요셉약국,81,약국,240000,광주,240003,광주서구,치평동,61950,"광주광역시 서구 상무중앙로 57, 1층 105호 (치평동)",062-381-8058,1998-03-04,126.8478388,35.1521224
온누리용주약국,81,약국,110000,서울,110003,강서구,화곡동,07782,"서울특별시 강서구 곰달래로 178, (화곡동)",02-2603-3375,1990-09-04,126.8526566,37.5308439
온누리우당약국,81,약국,210000,부산,210001,부산남구,용호동,48591,"부산광역시 남구 용호로 213, (용호동)",625-0306,1986-07-24,129.1111667,35.1132329
온누리우리약국,81,약국,240000,광주,240003,광주서구,금호동,62036,"광주광역시 서구 운천로 8, 1층 (금호동)",062-372-2124,2014-03-03,126.8596112,35.1333469
온누리우리약국,81,약국,310000,경기,312001,용인기흥구,마북동,16921,"경기도 용인시 기흥구 용구대로 2398, 403호 (마북동, 연원마을벽산아파트)",031-286-1518,2013-01-02,127.1072867,37.3003072
온누리우주약국,81,약국,310000,경기,312400,안성시,공도읍,17564,"경기도 안성시 공도읍 진사길 40, 113호",031-651-7997,2002-07-03,127.1396219,36.9908926
온누리우진약국,81,약국,310000,경기,310604,수원영통구,매탄동,16542,"경기도 수원시 영통구 매영로 84, 113호 (매탄동, 한국2차아파트상가)",031-213-4089,1999-08-25,127.0515297,37.2674117
온누리원약국,81,약국,230000,대구,230002,대구동구,불로동,41035,"대구광역시 동구 팔공로 137, (불로동)",053-982-1690,1989-04-10,128.6407923,35.9110828
온누리유명약국,81,약국,340000,충남,340202,천안동남구,구성동,31193,"충청남도 천안시 동남구 충절로 281, (구성동, 서울안과)",041-564-9700,2007-09-06,127.1603923,36.7939938
온누리유명약국,81,약국,370000,경북,370600,영천시,완산동,38890,"경상북도 영천시 시장로 74-1, (완산동)",054-334-4963,2000-01-12,128.9384217,35.9633206
온누리유미숙약국,81,약국,110000,서울,110020,양천구,신정동,08022,"서울특별시 양천구 목동로 185, (신정동)",02-26912849,2001-11-15,126.8642345,37.5249981
온누리유진약국,81,약국,110000,서울,110013,영등포구,신길동,07317,"서울특별시 영등포구 영등포로 356, (신길동)",02-833-3248,1979-10-11,126.9177407,37.5145866
온누리유한약국,81,약국,210000,부산,210003,부산동래구,안락동,47787,"부산광역시 동래구 충렬대로359번길 62, (안락동)",051-531-5525,1990-03-05,129.0996521,35.2004849
온누리윤약국,81,약국,250000,대전,250004,대전동구,용전동,34543,"대전광역시 동구 계족로 490, (용전동)",042-634-0344,2000-06-14,127.4330196,36.3553559
온누리은하수약국,81,약국,310000,경기,311903,고양일산동구,마두동,10417,"경기도 고양시 일산동구 강촌로 157, 303호 (마두동, 서울코아)",031-901-9007,2002-03-20,126.7909600,37.6536560
온누리은혜약국,81,약국,220000,인천,220006,인천남동구,만수동,21594,"인천광역시 남동구 장승로 14, (만수동)",464-1081,1997-10-23,126.7342888,37.4461693
온누리은혜약국,81,약국,110000,서울,110020,양천구,신정동,08078,"서울특별시 양천구 신정로 293, 112, 114호 (신정동, 신트리 1단지 A상가)",02-2696-9888,1999-08-18,126.8543984,37.5139862
온누리이레약국,81,약국,220000,인천,220006,인천남동구,간석동,21510,"인천광역시 남동구 경인로644번길 28-1, (간석동)",425-3806,2008-01-23,126.7096834,37.4667946
온누리이화당약국,81,약국,240000,광주,240005,광주남구,진월동,61713,"광주광역시 남구 서문대로654번길 4, 1층 (진월동)",062-672-5511,2008-09-29,126.8990799,35.1174069
온누리이화약국,81,약국,220000,인천,220005,인천서구,석남동,22791,"인천광역시 서구 거북로 115, (석남동)",032-571-2569,2008-01-02,126.6746301,37.5032101
온누리이화약국,81,약국,340000,충남,340012,예산군,예산읍,32430,"충청남도 예산군 예산읍 주교로 73, (예산읍)",041-335-2830,1997-02-05,126.8307848,36.6877387
온누리이화약국,81,약국,310000,경기,311400,군포시,산본동,15870,"경기도 군포시 번영로 380-1, 105호 (산본동, 산본4단지한라1차아파트 종합상가)",031-391-0982,1998-11-13,126.9264949,37.3494824
온누리인제약국,81,약국,220000,인천,220006,인천남동구,간석동,21550,"인천광역시 남동구 남동대로 885, (간석동)",423-0931,1980-01-17,126.7080364,37.4614872
온누리인해약국,81,약국,370000,경북,370702,포항북구,청하면,37515,"경상북도 포항시 북구 청하면 청하로 221, (청하면)",054-232-3816,2012-09-26,129.3402985,36.1989824
온누리일층약국,81,약국,350000,전북,350100,군산시,문화동,54122,"전북특별자치도 군산시 삼화1길 29, (문화동)",063-464-8472,2013-12-12,126.7062769,35.9761487
온누리임약국,81,약국,330000,충북,330200,충주시,문화동,27405,"충청북도 충주시 탄금대로 2-1, (문화동)",043-848-0814,1997-10-23,127.9279266,36.9732180
온누리자모약국,81,약국,370000,경북,370701,포항남구,청림동,37920,"경상북도 포항시 남구 청림서길 11-1, (청림동)",054-292-4521,1979-01-25,129.4122392,35.9954394
온누리자혜약국,81,약국,110000,서울,110005,구로구,개봉동,08332,"서울특별시 구로구 개봉로 66, (개봉동)",02-2687-2770,2003-07-08,126.8562540,37.4915599
온누리장수약국,81,약국,310000,경기,312400,안성시,석정동,17581,"경기도 안성시 중앙로 370, (석정동)",031-672-4615,2004-07-03,127.2678542,37.0076411
온누리장수약국,81,약국,330000,충북,330300,제천시,중앙로1가,27173,"충청북도 제천시 풍양로15길 12, (중앙로1가)",043-642-8353,2014-12-12,128.2119583,37.1380435
온누리정다운약국,81,약국,310000,경기,311500,남양주시,진접읍,12073,"경기도 남양주시 진접읍 금강로유연들1길 154, 진접이마트 1층",,2024-02-02,127.1820213,37.7088324
온누리정도약국,81,약국,110000,서울,110014,용산구,원효로2가,04364,"서울특별시 용산구 원효로53길 9, (원효로2가, 정도약국)",712-4773,2011-09-05,126.9619851,37.5360207
온누리정성약국,81,약국,310000,경기,310303,부천원미구,상동,14623,"경기도 부천시 원미구 부일로 223, 1층 (상동)",032-328-2538,1983-04-14,126.7552865,37.4888771
온누리정약국,81,약국,370000,경북,370600,영천시,오수동,38840,"경상북도 영천시 오수1길 5, (오수동)",054-334-0793,1974-01-19,128.9130959,35.9581779
온누리정원약국,81,약국,320000,강원,320400,원주시,개운동,26444,"강원특별자치도 원주시 치악로 1752, (개운동)",033-763-3777,2006-09-01,127.9564103,37.3388914
온누리정원약국,81,약국,380000,경남,380704,창원의창구,동정동,51191,"경상남도 창원시 의창구 서상로 5-1, (동정동)",055-298-7006,2005-01-03,128.6137647,35.2622693
온누리정일약국,81,약국,110000,서울,110017,중구,중림동,04507,"서울특별시 중구 청파로 437, (중림동)",02-392-2786,1966-04-08,126.9690521,37.5586372
온누리제일약국,81,약국,370000,경북,370400,안동시,태화동,36656,"경상북도 안동시 경동로 476, (태화동)",054-857-5777,1988-02-05,128.7107522,36.5664251
온누리조례제일약국,81,약국,360000,전남,360400,순천시,조례동,57947,"전라남도 순천시 조례1길 19, (조례동)",061-724-3737,2000-07-04,127.5236629,34.9606529
온누리조약국,81,약국,310000,경기,311800,오산시,오산동,18135,"경기도 오산시 오산로278번길 17, (오산동)",031-373-0373,1986-09-02,127.0704208,37.1518202
온누리조약국,81,약국,210000,부산,210014,부산수영구,광안동,48254,"부산광역시 수영구 수영로 605-1, 1층 (광안동)",051-753-2077,2022-01-03,129.1132795,35.1598795
온누리조은약국,81,약국,110000,서울,110020,양천구,신월동,07922,"서울특별시 양천구 곰달래로5길 30, (신월동, 은성아파트)",02-2602-6060,2017-06-07,126.8334580,37.5324289
온누리조은약국,81,약국,310000,경기,310601,수원권선구,세류동,16577,"경기도 수원시 권선구 정조로 574, (세류동)",031-236-2289,1998-06-15,127.0130915,37.2600125
온누리종로약국,81,약국,310000,경기,312300,김포시,장기동,10077,"경기도 김포시 전원로 32, 108호 (장기동, 전원마을 상가동)",031-998-9500,2005-11-01,126.6833652,37.6464911
온누리종로약국,81,약국,310000,경기,311902,고양일산서구,탄현동,10239,"경기도 고양시 일산서구 일현로 140, 114~116호 (탄현동, 큰마을현대아파트)",031-913-2243,2015-10-05,126.7646894,37.7002488
온누리좋은약국,81,약국,110000,서울,110005,구로구,구로동,08306,"서울특별시 구로구 가마산로 246, 1층 (구로동)",02-857-1621,2008-09-16,126.8883501,37.4946401
온누리주민약국,81,약국,210000,부산,210004,부산진구,가야동,47330,"부산광역시 부산진구 가야대로 594, (가야동)",051-895-5024,1985-03-22,129.0368592,35.1545212
온누리중앙약국,81,약국,360000,전남,360003,곡성군,곡성읍,57536,"전라남도 곡성군 곡성읍 중앙로 119, (곡성읍)",061-363-8081,1997-11-24,127.2955504,35.2814774
온누리중앙약국,81,약국,310000,경기,310009,양평군,용문면,12523,"경기도 양평군 용문면 용문로 356, (용문면)",031-773-3237,1971-10-05,127.5933808,37.4841568
온누리중앙프라자약국,81,약국,220000,인천,220005,인천서구,당하동,22675,"인천광역시 서구 서곶로 837, (당하동)",032-565-5554,2021-05-31,126.6729890,37.5920754
온누리참약국,81,약국,240000,광주,240003,광주서구,치평동,61950,"광주광역시 서구 치평로 60, 2층 203호 (치평동)",062-376-4221,2003-12-01,126.8477068,35.1526169
온누리참조은약국,81,약국,230000,대구,230003,대구북구,읍내동,41439,"대구광역시 북구 관음중앙로 141-1, 1층 (읍내동)",053-321-0436,2014-05-27,128.5479300,35.9452555
온누리청구약국,81,약국,380000,경남,380800,통영시,용남면,53030,"경상남도 통영시 용남면 대곡길 12, 102호 (청구아파트 상가동)",055-648-4416,2019-12-03,128.4394020,34.8656613
온누리청산약국,81,약국,310000,경기,310401,성남수정구,태평동,13311,"경기도 성남시 수정구 성남대로 1254-1, (태평동)",031-751-3928,2002-04-19,127.1277286,37.4417881
온누리청심약국,81,약국,310000,경기,311901,고양덕양구,주교동,10298,"경기도 고양시 덕양구 원당로125번길 12, 원릉빌딩 1층 일부호 (주교동)",031-962-0362,2002-02-15,126.8385964,37.6631296
온누리최정숙약국,81,약국,110000,서울,110005,구로구,고척동,08227,"서울특별시 구로구 중앙로1길 36, (고척동, 2001아울렛)",02-2612-2040,2000-03-10,126.8626627,37.4981036
온누리캐슬프라자약국,81,약국,110000,서울,110018,송파구,신천동,05510,"서울특별시 송파구 올림픽로 269, (신천동, 롯데캐슬프라자 127호)",02-2146-2314,2006-02-15,127.1006486,37.5144295
